Vol.239 2025失意大公司·国内篇
[00:35:55] 其实根本的一个逻辑还是因为配送和餐饮这两个供给端的这个内容它足够的丰富足够的价格低廉使得美团的运营优势和能耗能够体现出来然后它这个能耗本质上也就是在挖掘这些供给的潜力平台之间竞争压力其实最后还是会传得到整个平台以及平台上所有的个体之间是的我觉得那个压力那个平衡可能是比就是面对巨头竞争对美团来说更大的问题这个问题相信大家都会有自己的判断
[00:36:23] 包括一些认知啊情绪等等的我们就不展开了我觉得最后我们可以分享两则在这个激烈的外卖补贴大战之下美团在2025年不那么显眼的两条新闻第一个呢就是美团承诺在未来五年投入100亿为骑手来提供劳动权益的保障并且到了2025年底要取消超时扣款等等的规则
[00:36:44] 第二条新闻呢就是美团准备和一些餐饮商家这是最近的一个新闻啊他准备和一些餐饮商家合作来开拼好饭的门店所谓合作就是美团提供选址提供供应链提供菜品的指引也就是提供一切运营的核心的内容然后餐厅这个部分就负责把这个菜做出来上架拼好饭然后卖出去这是合作吗在我看来就不叫合作这就是劳务外包在这个意义上其实餐厅的经营者和重包的洗手已经没有太大的差别了
[00:37:13] 美团未来如何与他数百万计的劳动力相处如何与他们分配利益我觉得这已经不单单是美团的课题了而是整个社会的课题
[00:37:25] 好那除了前面聊的这五家公司之外呢还有一些公司曾经进入到我们的讨论范围但最后没有聊啊比如说十足鸟十足鸟的负面舆情呢同样是很大但一方面呢一方面这个舆情本身对于他的母公司亚马逢没有带来非常大的影响另外一方面这个事情更像是一个品牌营销领域的翻车整个翻车很直白没有什么可以回味的地方所以在
[00:37:54] 十字鸟和西北之间我们选择了绿姐还有一些公司呢比如像房地产一样就过去几年其实我们也经常会选一家汽车公司来聊一聊总能选得出来其实说回来这两个行业为什么总能选出一些失忆公司呢也是挺有趣的房地产行业是因为整体下行但是大公司有很多所以每年都会轮换抢一下对那汽车行业呢是因为大公司也很多但是这个行业在整体的震荡的激烈的内部的格局的变化过程当中此消彼长之下也总能选出失忆者
[00:38:23] 在2025年呢其实也不算例外吧就比如说从业绩上看理想汽车有可能是一个相对比较失意的这个失意是相比较于他自己前几年的强势来比的还有包括他出现了这个召回的这个问题等等
[00:38:36] 但是从全年的总体来看呢这仍然是一家比较领先的这个新能源车的公司而且它的这个开拓第二赛道就它的一个纯电的产品虽然每个产品出来之后都有颇多的一些波折和口水但是整体的销量其实今年是一个抬升的状态是不错的只是没有过去像它那个增程的AR9啊包括像AR6那么爆所以呢我们还是没有把理想汽车放到这个失忆的环节里面来
[00:39:01] 另外一个被选的就是小米就如果从行业的角度来看呢小米的那一起与辅助驾驶相关的这个交通事故回过头来看有可能是2025年中国汽车行业最最重要的一件事件它也反映出了这家公司包括整个行业就过去几年在这个高压的竞争下面的一些动作变形其实忽略一些最基本的安全问题啊等等这些现象
[00:39:24] 但是从业绩上来看小米车车的销量是非常强势的小米公司的业绩也同步的上升所以你很难从这个角度来说说它是失忆的所以我们也没有让小米入学在这里我们就是挂一落万来点到为止那到这里我们就把2025年失忆大公司国内片的几家公司都分析完了再报一下名字它们分别是西贝万科百度茅台和美团
[00:39:48] 另外呢我们也简要的谈谈失踪鸟理想和小米的情况今年讨论的几家公司里边除了美团之外剩下四家公司的危机呢其实都是由于长期影响或者长期问题的集中爆发所导致的这也是我们在每年筛选失忆大公司的时候经常会看到的现象对于大公司而言这种击中难反的困局往往是最难跨越的相信在全球片的部分里边我们很快就会再次探讨到这个问题实际上就是这样我们下周继续
