Vol.200 谢谢所有的鱼
[00:37:50] 专指上海这个事情因为近代中国先后有过27个租界然后按照目前的行政区块来说可以涉及10个城市其中包括大家可能不太在意的像镇江九江杭州苏州重庆都有过租界那去讨论近代租界的时候其实这是你到底指的是哪个地方其实会有很大的差别那像最复杂的天津其实有过九国的租界那每个租界里面的情况可能也都不一样
[00:38:18] 即使仅仅讨论说发达的租界城市也要涉及到天津汉口上海厦门这四个城市我至少连上海的部分我都讲不清楚那你想让我把整个问题都涵盖出来我觉得可能需要一套书不是一本书稍微讲讲上海要不然你我还会相对熟悉一点这个也是很大的问题就是你怎么去界定商业空间
[00:38:41] 那比如说我们可能第一个反应是所谓外滩沿线这个其实是所谓金融机构的一个商业活动那领受消费呢像南京路狭飞路这个也是很典型的案例那如果说把贸运好运也算进去呢那洋行和码头空间算不算商业空间呢
[00:38:58] 那工业制造空间算不算商业空间比如苏州和延安杨树浦那块算不算呢那又很长的范围了那文化消费算不算呢就所谓的商业如何去定义因为我们讲的就是商业节目那我们商业其实本身定义就已经很宽泛了我们可以讲各种各样的行业和公司包括我觉得就是在上海这个案例里面有很多原本是居住属性的一些这个建筑或者是空间现在被用来商业
[00:39:22] 用途的也是另一种情况对就是这个问题还有可能他想问的是就是现在我们在商业活动里面对于租借时期的一些空间的挪用和附用这个又是很复杂的问题比如说产权和使用权当年是如何做重新划分的那现在这些功能属性和空间结构是怎么改变的然后一些具体的空间火化案例之类的
[00:39:43] 可以很简单的来说就这个部分肯定是就像我们前面说哈尔滨那个案例一样它肯定是要用老的城市结构或者说空间机理包括说一些具体的建筑作为一个基底的但是在这个基底之上怎么去重新构建这个过程本身也是很复杂的简单来说就是这个问题一门课一个专业差不多一个专业你读个博士差不多吧所以说这里再说一下
[00:40:11] 简单的说一下我们为什么不太接受许愿这件事情虽然是交错人但是我还是很想说一下就是大家在提问的时候可能其实并不知道自己想问的是什么这就是我们也没有办法解答的一个主要原因得罪人 尤老师不过这点其实是我们做节目来一直的追求就是我们首先要搞清楚我们好奇的问题究竟是什么才来回答这个问题对 接下来其实是一些我们觉得有点共性的
[00:40:38] 都是跟商业话题相关的但是他们还有一个共情就是我们好像都做过节目对我们就这边cue一下对比如说有一些朋友问我们能不能讲一下哪吒二和IMAX的内容那我们其实在第95期节目专门讲了IMAX如何把自己变成一门生意那主要就是解决了这位听友的这个问题至于哪吒二就是最近的比较近的一期城市就是这样简单翻翻就能翻到了
[00:41:05] 然后后面一个问题是对于考研考工初始复始当中的商业甚至产业链比较感兴趣然后呢希望商业就是这样深度剖析一下跟考研考工与学业相关的产业链以及与之相关的商业模式这个其实我们没有很系统做过但是我们应该做过其中一家上市公司就是中工教育他是专门做考编的对专门做考工的相当于他是我们节目的第135期有兴趣可以去回听一下
[00:41:33] 接下来还有一个挺好的问题是这样的目前最想问传统行业的数字化转型相关商业信息包括人工智能如何助力到各个行业这可以让我目前在大学找到一些新的方向去学习也对后面的就业有很大的帮助
[00:41:48] 这个话题其实我们也在一期节目里边有比较深的涉及就是在第161期元宇宙虚火问号在工业界它是真火这个当中我们其实是讲了西门子的所谓工业元宇宙的概念其中一部分其实是和数字孪生相关的但另外一部分就是讲的人工智能在一些传统的生产性上面的一个革新的作用我觉得这个部分你可以去参考一下这一期
[00:42:12] 然后还有一个问题是关于企业破产重整的话题经济下行企业现金流断裂后如何妥善处理后市这个是我们古早的第四期节目这个节目的标题叫做各种破产到底有什么区别当然我们可能对于深后市这个部分涉及不多主要是在破产这个概念上面有一些辨析和区分吧
[00:42:35] 但我觉得就是如果你对于破产有一个想要有个基础的认识的话可能先听一下这期节目也还可以那么还有一个问题是讲到游乐园是怎么个盈利模式为啥迪士尼和环球最有名国内的游乐园像是方特欢乐部明明也不错为啥就不如迪士尼赚钱以及打造IP的这个能说一说吗哪吒这种IP能和国内的商业游乐园项目结合吗
[00:42:59] 这样我在我们这个商业就是这样的节目里面搜索了乐园两个字发现有六期节目都说掉乐园当然有一个里面有个是开心乐园餐我们先pass掉是这样我们在第35期的节目里面专门讲了主题乐园是不是个好生意那我觉得可以解决大部分这位听友的这个问题此外呢我们在第38期专门讲了一下上海迪士尼的这个林纳贝尔是不是一夜爆红的问题
[00:43:21] 另外在第107期呢我们的主角是泡泡马特然后其中其实也提到了他要不要进入他这个IP来做主题乐园的这个问题那现在他其实泡泡马特这个主题乐园已经开了而且好像效果没有想象中那么差就是话说的就还不错还不错就看到很多人还是会去的所以你对主题乐园和IP感兴趣的话可以去听这么几期节目还有个问题是我们全国社保括号包括医保括号结束
[00:43:46] 运行体系是怎样的
[00:44:14] 给忙碌者的医保时操课你80%的困惑我们都解答了欢迎大家先去听这两期节目了解一下这个庞大的体系我觉得这两期讲的还是非常清楚的最后一个问题其实也是我们想要推荐别人的节目来解答你这个问题有一个朋友问了就是虚拟的产品如何定价也是个很大的问题很难完整的讲清楚
[00:44:36] 这里我推荐你去听一下机盒出品的游戏帝国的第二集其中的第七集和第八集名字是真气王朝Volv他讲了Steam游戏平台的公司Volv它是怎么来做游戏的线上分发的其中其实关于游戏当中的虚拟产品是怎么定价的取了非常生动的一个例子应该对你这个问题很有帮助以上是听友们在商业领域给我们提出问题已经这么久了吗
[00:45:03] 对我们现在录音已经走到了大概一个小时左右我们还有很多问题要回答主要还是对于我们团队的一些问题好我们这里先稍微休息一下
[00:45:16] 在回顾完过去我们讲过的几家公司以及听友问的一些关于商业话题的一些问题之后我们现在进入对我们来说相对轻松一些的话题但是也是我觉得听友最踊跃的一个部分就是关于我们团队的一些好奇其实有的话题有可能之前我们在一百期的时候也聊到过但是最近的这一百期也有很多新的听友加入所以也有很多新的听友来问这些话题我们可以重新再来
[00:45:41] 聊一聊也不用大家一定要去听170个非常长的节目了这部分我们可以轻松的快文快答一下那上来的第一个部分还是一些听友的语音提问接下来我们听第一个问题我最好奇的是制作团队能否分享利用AI来辅助内容产出AI给你最超过预期和不及预期的方方面面
[00:46:02] 我自己的一档小博客少屯书是用AI生成的封面图片也在探索用AI制作片头片尾的音乐希望未来呢节目听感可以做得更好得到更多的关注
[00:46:15] 肖老师你平时用AI吗用的还是非常多的而且这个问题其实不止一位听友来问我们可以很明确的跟大家讲一下现在其实AI肯定对我们的工作是有很大的帮助的具体怎么帮助你一个最简单的部分我觉得大家应该都会用就是shownotes我们还是会用AI来做一下标个时间轴我不会
[00:46:34] 你不会吗我不会你还是手工的是吗我还是会借用的对我不太用AI做这个部分你还有什么用法吗还有的话就是现在在我觉得听友肯定很想知道我们的节目内容的制作上面会不会用AI来帮我们写或者帮我们来编说实话我们会非常认真的来探索AI能够在这个方面帮我们多少好官方的回答比如说我们都会试着比如说AI能帮我们出个提纲吗或者能帮我们出一个节目的大纲吗能够帮我们写一下吗
[00:47:01] 现在的感觉就是他在对一些基础的比如说某一段的比较明确的一个小的内容的时候他能给出一个可用的大纲但是一整个节目的逻辑包括他的这个讲述的方式他还达不到我们的要求我只是感觉你对AI很客气是吧我一直会挺问挺问是吧我自己使用AI的情况呢
[00:47:22] 其实比较多的是需要快速看外文内容的时候你说翻译是吗对会很快的用翻译对这也算AI这肯定算AI好吗对这边无广的推荐一个这个应用叫做沉浸式翻译非常好用就是不能翻译太大的PTF
[00:47:39] 我曾经让他试图翻译一个900多页PDF比较上内存是的除了英文以外有些因为我们现也可能也会看一些其他语言的内容这个用AI翻译是比较好的我反正自己使用一个是这个场景另外一个的话我其实有时候有一些我觉得比较有意思的点但它还不太能形成问题的时候有时候我会跟AI讨论把这个问题本身弄得更清楚一点也就是说它是一个帮助你来思考的一个工具对其实是帮助
[00:48:09] 我们把这个主题的本质核心给定下来的这么一个工具我觉得这个部分它是比较好用的就是帮助发散思维和收缩思维这个部分我是会用的接下来是第二个语音留言
[00:48:23] 我是你们的听众Harvey我提一个稍微有点尖锐的问题就是商业就是这样是一个一财复化的新媒体尝试那我们也看到有不少些节目其实主题跟杂志的一些相关报道是有很高关联度的我想初衷还是希望新媒体的方式对一些传统媒体会有协同效应的存在那么同时我们也看到在这个IP的时代其实无论是董宇辉的现象或者也看到其他一些企业复化过
[00:48:50] 以员工作为IP的视频媒体最后其实都会存在一定单位的风险其实对个人和组织都是一种伤害
[00:48:58] 谢谢个人IP和
[00:49:25] 企业播客如何平衡要么肖老师讲讲我们有个人IP吗你有啊你在编巧聊里面你不是个人IP吗那就是一个业余快乐OK首先很明确的就是商业就是这样肯定是一个企业的节目它属于是第一财经的我理解这位听友的这个提问就是
[00:49:41] 本质上还是非常感谢吧就大家对于我跟月老师两个人还是有很多的支持和喜爱才会有这样的一个问题嘛对吧很荣幸啊除此以外还有什么吗就是所谓如何平衡我们只能说暂时都没有所以不用考虑平衡的问题对啊尤其是个人IP的部分还没有对就是还是都处于一个共同上升的一个状态吧
[00:50:03] 你们两个不是播客小网红吗你们怎么那么情绪葛老师开会回来了网红网红我鉴定我觉得是网红至少是小网红那要么葛老师来回答一下就是这位听友提问是商业化的过程和最初设想有什么重大的变化我觉得区别不是很大吧应该是在也不能叫在我们的计划之中我觉得就是在这个行业正常的发展的轨迹之中只是说我们的速度还是比较慢
[00:50:28] 好的我认为是这样你们俩觉得呢我觉得还行吧在我的预期范围之内当然我觉得我们可能从去年今年以来好像也在有意识的筛选一些客户我感觉我们还有很大的潜力一个呢一个呢就是两位主播精力有限再一个呢就是说我们也比较在意这个节目的品相和听众的感受对体验
[00:50:54] 就是有一些公司呢有一些品牌我们就是觉得说收了钱好像没法正常讲话一定有这样的品牌的那如果没法正常讲话那这个钱挣的好像也挺难受这就是我前面讲的就是可能我们筛选客户的部分很听熟的原则好接下来是第四位听友的这个提问两位主播好我是从迪士尼林纳贝尔那一期开始关注的
[00:51:19] 从此七七不落一直非常敬佩你们选题的广度和深度我非常好奇的是两位是如何构建自己的信息流的你们每天大概花多少时间阅读或者听播客呢大概花多少时间刷抖音小红书呢以及你们通常从哪些媒介获取知识呢非常感谢回复
[00:51:42] 这个要不约老师先来讲一下吧我没有信息流啊那你可以讲一下你从哪些媒介获取知识小红书我经常在小红书上收到一些莫名其妙的问题我觉得非常好然后我就会把它做成一个短节目但我可以讲一个就是我现在在压缩我使用就是这些小红书的时间我用了这个APP的这个屏幕限额的那个功能
[00:52:03] 小红书每天35分钟这么精确吗还有5分钟我也不知道我就那天滑滑滑到35分钟我就给它设置了35分钟现在比如说有一天它按了然后我就能够控制一下但是电脑上现在也可以用小红书你的Chrome上面也有这个Chrome上面也装了一个电脑上怎么用我很想电脑上用首先有网页版其实比较新的Mac OS版本可以直接在电脑上使用手机你甚至可以在电脑上使用手机的小红书那我没有用Mac所以说我这个地方我还没有装这个漏洞
[00:52:32] 对简单来说就是我没有信息的小老师有手机的限额对但我可以理解这位听众的问题还是想要知道我们平时看些哪些媒体获取哪些知识就是很杂我很难归纳说实话现在看的其实比较少我们日常的这个同事在微信群里面给我们推的信息已经足够了好接下来是一些文字提问文字提问都开始了非常简短第一条叫可以更新更多一点吗小老师不能对不起我也不能对不起
[00:52:58] 我觉得我们真的羹挺多了吧两根两根很难的对对对有一位听友还问就是说能不能像生豆枣咖啡一样预羹
[00:53:06] 这位听友你可能已经了解了生动早咖啡的团队规模是什么样子他们每期后面都会报所有人的这个名字啊而且这只是一期节目啊你想想他们还会有轮的就是看完他们的大合影的话他们是个十几人的团队好吧也就是什么时候等我们成了十几人团队以后我们会考虑这个问题的而且人家就是月更的是一个还是一个短的节目饶过我们吧好吧总之就是请大家暂时先放过我们好吗两更我们已经很努力了好
[00:53:32] 接下来第二个问题想知道一下你们的广告报价表格薛老师赶快发给他好吗请把这个联系方式留言给我然后我把看历发给您谢谢这个是可以公开的第三个问题商业就是这样会考虑做内容更多篇幅更长的付费单集吗我们会再思考这个问题意思就是我们还没得出答案就这样了吗大家也可以期待一下吧对有计划大家可以再考虑愿意付费的可以先扣1好吗
[00:53:58] 先小小的试掉一下这里的评论区就要混乱起来了但是大家确实可以期待一下第四条要么你读一下为什么第四条叫我念呢因为他问的是我呀我自己读是很怪第四条的问题是很喜欢团队两位老师的配合有板有眼的搞笑也很喜欢感叹好感叹好感叹好想问一下约老师职业旅行后对于开展播客工作有影响吗怎么平衡主业和播客主播的工作呢
[00:54:27] 你的主业现在是什么呀好针对性的问题所以我稍微解释一下我是在2023到2024年的话是在多抓鱼有一个主业那个时候播客是我的副业但是呢就是如前所说我在2024年就停止了我这个在多抓鱼的主业所以现在播客是我的主业所以就不太需要说所谓平衡主业和播客主播这个工作了
[00:54:54] 当然我还是要说一下就是上班让我学习到了很多东西就是上班并不是说对于这个所谓的副业有很大的它不是个挤压而是一个促进是吧相互促进但是你要说挤压肯定是也有挤压挤压是我的睡眠时间所以说现在的状况会相对好一点基本上是偏全职在做这件事情的话
[00:55:18] 其实不管是创作的节奏也好然后选题的思路也好其实比需要平衡的时候肯定是要轻松一些但是这里不是建议大家一定要全职来做播客的创作如果是个人创作的话你什么时候想创作你就去创作你不想创作的时候你可以休息好吗我觉得这边可以先把后面一个问题提上来就是人家的问题要做工资我记得我有一次这个是我能回答的问题吗请跟老师回答就上个月吧就跟月姐说我觉得现在是就是人生的一种
[00:55:46] 比我们都高级的状态
[00:56:09] 叫什么不低于好业平均水平的薪酬体面的工资相对体面的工资吧这就涉及到下面一个问题有人问招人吗很难招我也很想招人在这边跟领导喊一下话我们还是很想招人我们真的很想招人如果大家对于写我们这样子的主次稿以及以不太专业的声音表达这件事情有兴趣的话也可以来找我们好吗好的
[00:56:36] 接下来一个问题是商业就是这样的后期制作先后有KK 秋秋 大哭老师和潘兴等好几位老师负责其实之前还有一些别的同学包括魏月琪 包括董事哲节目的后期制作是如何分工的呢分工就是你一起我一起大哭老师每期都听
[00:56:57] 大库老师现在是我们监听监制后期的制作会由他来安排和监制非常感谢大库老师和我们每位剪辑老师具体的部分大家可以留意一下后面的彩蛋我们已经提前听过了所以这里先跟大家讲一下因为后面的问题就是希望除了两个主播也能介绍一下团队的其他人让他们的声音出镜一下好的你听到最后谢谢
[00:57:20] 下面一个问题能否描述一下录播时周围的环境主播们的状态比如是否每次都在专业录播间是否每次主播们都精神抖擞这个他们是发过一张录音间的照片的对吧我懂很早以前发过一张
[00:57:39] 我来讲吧我是第三者为什么你来讲呢因为就是在你这边录的因为你是第三者对首先今天我们在一个很特殊的地方来录这期节目所以大家可能会觉得这期的环境音的效果好像略好那么一点点我们这一期是在我们第一财经广播的一个专业的
[00:57:59] 小小的录音间里面录但是呢我们是用我们自己的设备因为我们跟他们的设备之间有一点问题第一次合作没有那么沟通好这么细你都要讲对所以我们是在一个专业录音间里面用我们不那么专业的设备在录这200期的特别节目没有不专业设备是很好的不要管设备对对对好然后此前的199期里面绝大部分的节目对有的是疫情期间我们是远程自己在家里面录
[00:58:26] 然后大部分的节目都是在我一间非常非常简陋的办公室里面录我那个办公室四面都是白墙没有任何的消音设备然后外面经常听得到南京西路上的洒水车的声音和地面上会有那个地铁二号线的抖动其实你的这个办公环境非常好就是窗外一直有鸟叫窗外还有鸟叫约老师有的时候就是录到一半这是什么鸟对的二位主播就是在一种非常简陋的条件下完成了比较好的节目
[00:58:55] 但我们还have to say就是现在葛老师这个办公室就是经过了一番风水的调整调整对我们本来只想说调整没事你把风水也说了出来视觉上确实舒服了很多动线流畅了他们以后节目这个声音会听起来更好的至于精神抖擞我觉得这个就他们一般是在下午落我觉得精神还可以每次都还可以要勉强是否每次都精神抖擞我觉得还是会有
[00:59:22] 就是没有精神抖擞的时候但是他们在录之前会有一个人为抖擞的这样一个流程就来来来制冷一下就这样这个我可以见证谢谢好的
[00:59:34] 下一个问题还有一个小疑问为什么现在无论是视频还是播客都喜欢拉听友群其背后是隐藏着一些与商业合作有关的指标吗来拉听友群的肖老师负责回答一下并没有没有商业指标就是因为大家问的太多了我们就拉了甚至就是有很多的这个品牌有的时候找我们合作的时候能不能在听友群里面发一下这个东西我了解有很多的这个播客其实还是把它明码
[00:59:59] 标价的我们目前没有这么做我们也极少在听友群里面发这一类的信息对我们发过的几次如果在听友群里面知道就是直接发福利包括之前滴滴跟我们合作的时候我们就在听友群里面发券发卡这是没有福利的品牌就是不要进听友群这是福利对那我们讲最后一个问题其实这个问题也非常简单叫投资经历想问我们个人的投资经历这个其实已经跟节目不是很相关了零没有吗格老师还是有的吧我有什么投资经历
[01:00:28] 你还是要么老实交代一下到底买了什么股票之类的你还是买的吧对理财不买吗基金买吗余额保买吗余额保能叫理财吗当然稳健理财啊就啊现金理财啊我有过一个定投经历大概是在15年就是中国股市第一次起飞的时候开了一个户定投了两年每个月1000块钱对对对那个肯定不是第一次起飞好吗那之前还是有过错了07年那一次07年那一次对后面就半途而废了
[01:00:57] 最后把那钱取出来了大概涨了20%就等于一万多块钱放在里面涨了20%还可以刚刚那段有点啰嗦剪掉简单来说就是葛老师开了一个户赚了20%对没有什么钱其他鱼儿宝不买吗
[01:01:13] 现在没有月老师说一下我自己的话有基金账户活跃吗我想问不活跃我主要买的就是放在那里我买的比较大的一个是有只有型的那个长钱基金我们也是我也是有只有型的用户其他的可能有些你们都背着我在投资
[01:01:36] 从来没有聊起过没有人问就不会回答这个问题有志有心的长钱工资是多少这个能直接回答你吗有志有心的长钱是什么我值得入吗
[01:01:47] 这个值不值得这个就属于投资建议了我们在这边肯定不能对到这里就需要这个插入一些投资建议我自己的话就是这两年做的蛮多件事情就是不花精力在这件事情上面就是买了一些你买完了之后就不用管的事情就是被动的基金是吧对包括像有机有机因为它这个长期的话主要都是一些以一些宽积的这个基金为主对然后你就放在那边就不用管那是不是跟我买银行的理财产品一样呢
[01:02:11] 因为理财盘有很多是债券为主的那你也放在那边也不用管就是这个意思就是这样的话可以使得你看一些相关信息的频率降到比如说每周看一次因为他每周他那个APP会提醒我要记账一次那我不看呢那所以总而言之就是我们三个人没有什么理财的经验可以分享我们也是比较被动的比较消极的那一类人基本上就是我不理财财不理我们的那一类人好像没有什么问题了葛老师要在最后给我们再
[01:02:40] 未来的节目在鼓鼓劲吗希望还能看着二位或者偶尔的参与一下这个节目然后我们一起做更多的200期OK那这个长长的200期的听友的问答的部分就到这边了接下来就是一些听友对我们的留言我们已经听过好几遍了已经笑得快要哭出来了
[01:03:03] 也非常希望听友能够听到最后我们几位的讲述就到这边大家2017见2017见
[01:03:11] 哈喽 商业就是这样的听众朋友们大家好我是实习生李秋瑾非常开心我的声音能够出现在第200期特别节目当中我是从第119期也就是先振达那一期正式加入商业就是这样团队的其实我在此之前对咱们节目的了解并没有特别深所以可能大部分听友都是我的前辈来这之后呢我越来越觉得我真是来对地方了商业就是这样真是个好节目说起来有点王婆卖瓜了但都说干银行恨银行
[01:03:40] 而我却恰恰相反这应该就说明了我们节目本身还有老师们小伙伴们都非常不错吧不知道大家是否好奇我们实习生都干些什么呢虽然我从来没在评论区看见大家问过那我就假装大家好奇为大家解答一下吧我们实习生每周都会报选题和萧老师还有于老师一起开选题会决定自己报上去的选题能不能够做
[01:04:03] 其实这就是一个大型的许愿现场所以我听到肖老师和于老师说评论区不是许愿池的时候我还在心里暗爽因为我们作为实习生随时随地都可以许愿不过大家也不用那么羡慕其实大家的评论留言我们都非常关注前几天还有一位听友许愿成功了不是吗
[01:04:22] 悄悄地说时至今日如果我报的选题被选中了最后做成节目我还是会开心和激动好一阵的我们实习生还会负责资料整理甚至撰稿如果大家有关注修note的话应该就看到过我们的名字
[01:04:37] 不过我怀疑最爱看修诺词评论期的就是老师们和我们实习生此外目前每期节目都是我来上传的所以我现在每周日和周三晚上风雨无阻不管我在哪都会背上我的电脑确保大家第二天早上能够听到节目其实我还参加过北京听友见面会偷偷地藏在各位听友中因为我是商业就是这样所有实习生当中唯一based北京的如果有下次北京听友见面会我肯定还会来的
[01:05:03] 我和大家一样期待有下次也一样期待我们节目
[01:05:30] 每次听到老师们说我们的节目离不开挺有支持其实都想举手反驳明明是我们离不开这档节目啊它承包了我地铁通勤的无尽等待拯救了无数个泄漏文卡客的深夜甚至让我看见比利点货架就想试一下分析评效
[01:05:49] 每周四等待更新成了固定动作我特别喜欢老师们用商业就是这样结尾一切的故事就像节目的初衷一样原来如此有点意思总能让人在关掉音频后对着空气突然回声一笑听说这次270有天有互动我立刻翻出小版本想知道老师们录节目前开口了会嘉宾吗那些甚来之笔的比喻是现有文案还是临场发挥
[01:06:17] 最后私心建议下次录节目时能不能保留一期卫山剪版很想听一听老师们的原声布袋大家好呀我是商业就是这样的一名小小实习生也是节目的忠实群众
[01:06:31] 从去年开始我就在这里实习了虽然参与的节目也没有很多但是真的很感谢这份实习因为它帮我养成了长期关注商业科技动态的好习惯为了每周例会都能报选题我都一直在跟踪各种商业资讯报选题和搜集资料 梳理逻辑的过程也让纯文科出身的我慢慢建立起了商业sense和知识体系
[01:06:56] 还有平时萧老师 约老师给我们的各种选题comment还有操作指导都经常让我觉得很一针见血 骑虎灌顶反正就是老师们真的很好很厉害的最后想说的一点就是在我几百个小时的小宇宙收听时长里双叶就是这样它一直是遥遥领先的就算以后不在实习生小组里我也会一直追跟的
[01:07:21] 哈喽大家好,我是商业就是这样的实习生常俊斐我刚好是在第98期的时候参与了节目的制作没有想到这么快就过去了100期了那么我自己在商业领域最近的一个好奇的地方其实是小米发布了小米速气Ultra之后我们是不是也能做一期小历史来回顾一下可能像BBA还有保时捷他们是如何通过打造一款高性能的跑车来展现自己的品牌实力的
[01:07:49] 嗨朋友们大家好我是剪刀手之一猜猜我是谁
[01:08:19] 上一次和大家以这样的方式打招呼还是节目第100期的时候时间过得真快这些日子里也许我们擦肩而过也许我们依然相隔千里我们相互不认识但是很幸运能和大家听同样的声音这样的经历是命运给我的惊喜远方的各位朋友祝大家快乐第300期见
[01:08:46] 哈喽大家好我是商业就是这样的剪辑秋秋很高兴商业就是这样来到了第200期从听众到剪辑我总是超前点播每期商业话题的精彩讨论也要含泪剪掉萧老师和约老师的搞笑口误这对我来说是一段非常珍贵的回忆也祝愿商业就是这样长长久久越来越好
[01:09:10] 听众朋友们大家好我是商业就是这样的后期剪辑刘大哭其实第144期百年迪士尼需要新魔法是我剪的第一期商业就是这样当时还在和前任后期间运营同学小董交接用的是我另一个常用花名吕一笑所以刘大哭这个名字是从第147期才开始出现的
[01:09:31] 我还是商业就是这样的听众的时候也对两位老师的傍读风格有过疑问但在加入后期团队的一年多里我深刻觉得有逐字稿的节目对后期真的很友好我们每期节目都有在线文档两位老师会提前标记好节目的段落和翻歌音符进点有时候会有一些删减也会有高亮标注让后期剪辑更有效率减少了很多不必要的无用功这么做也可以让节目风格一直保持稳定
[01:09:58] 很多听众会说商业就是这样听起来很简洁为了保持这种简洁在剪辑过程中我会比较在意以下几点修剪停顿气口不必要的口癖杂音以及呼吸是的在商业就是这样的正片里我是不让两位老师呼吸的但是在每周一更新的商业小样和城市系列里主播和嘉宾会更有活人感会有思考的停顿有情绪起伏的各种拟生词也会有我最喜欢的肖老师约老师合唱团
[01:10:26] 有兴趣的听众可以留意一下因为我本身是做电视节目出身对制作节目还抱有一定的惯性思维也对两位老师提出过一些非分的要求比如希望他们减少大喘气还有把商业就是这样说的更装逼一点不过现在已经不会有这样的需求了两位主播的平易近人和一以贯之的谦逊是这个节目不可或缺的特质在此之前谁会把商业和青涩感联系起来呢
[01:10:54] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[01:11:07] 最后推荐一期我个人最希望大家
[01:11:35] 最后的最后的最后感谢各位听众的支持和包容我们三百期再见
[01:11:54] 然后我最喜欢的一集是第52集小历史1869年将世界合二为一的苏伊士运河
[01:12:23] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[01:12:43] 之前的话呢我在教课的时候虽然理论还可以教但其实书上的案例之后的非常严重大概都是十几年前的案例所以教起来也真的感觉跟时代脱节然后无意之间听到咱们的节目真的是通过一个暑假把之前的全部都听完赶上了进度之后在讲这些理论的时候我就刻意会用咱们节目中的理论节目中的案例
[01:13:11] 继续陪伴我们一起观察这个有趣的商业世界
[01:13:44] 祝大家一切都好让我们三百期再见
[01:14:10] 和其他播客相比商业就是这样更接近于声音杂志在这里有耳熟能详的大公司也有我们身处的大都市有我们知道和不知道的各行各业不仅仅是能满足好奇心打开视野更可贵的是保持了这个时代极为稀缺的严谨报道的风格有数据有调查有分析即使是讲到了我专业的财务领域也丝毫没有错漏
[01:14:36] 一言以蔽之相逢恨晚因此我也会一直推荐给身边的朋友们我自己的一档小播客少囤书是用AI生成的封面图片也在探索用AI制作片头片尾的音乐希望未来呢节目听感可以做得更好得到更多的关注那在播客制作的方面商业就是这样的优秀节目一直是我学习的对象
[01:15:01] 最后说一个小彩蛋节目的新logo发布的时候我第一眼就发现和我之前收听的How I Built This with Skyraise很像这也是自己一直藏在心底的一个小乐趣无知与迷茫是永恒的困境好奇与探索是眼下的方舟商业就是这样
[01:15:25] 肖老师,岳老师,商业就是这样的听友们,你们好,我是小宇宙听友傅成熙首先祝商业就是这样200系快乐,2025四四如意,事事顺利说到与商业就是这样的缘分,还要追溯到2023年的暑假那时的我刚刚结束了专届本考试,即将迎来本科生活
[01:15:47] 带着对商业故事的喜爱和对商业世界的好奇我接触到了播客这个复古而浪漫的媒介也发觉到了商业就是这样对当时那个还是播客小白的我而言商业就是这样简直是为我量身打造的标题引人注意时常适宜主题多种多样贯穿古今而且是男女对口
[01:16:12] 相比于单口而言不容易产生听觉疲劳说到主播刚刚开始收听时
[01:16:42] 我想了解更多面的小老师请一步至边角聊订阅收听岳老师客观严肃观点犀利一针见血头开始听的时候岳老师让我想起了我的高中老师后来随着收听时长的积累我也逐渐的发掘到了岳老师幽默可爱的一面这样的一唱一和的搭档真的是百听不厌
[01:17:13] 而每周四早上对于我这个
[01:17:16] 五点半起床的早起行人来说简直不要太友好商业就是这样也是我的陈起的波克达子之后每个系列小历史城市就是这样还有一年一度最得意和最适宜的大公司也是年末的饕餮生意商业就是这样陪伴了我整个的本科生涯如今即将考研出世接榜之时我录下了这段
[01:17:46] 270的祝福音频特别感谢商业就是这样在我考验备考期间每周四的陪伴就像一个每周四都在自己是准时准点等你一起备战的老朋友让人感到心里充满温暖和踏实
[01:18:03] 我也坚信与商业就是这样的这段友谊也会随着300 400以及每一个100期而逐步坚定稳固最后尤其想为每一个刚刚接触播客的你推荐商业就是这样无论你是否对商业感兴趣
[01:18:22] 里面各种各样的主题总有一集会吸引你而你也会因沉浸于各种各样的商业故事而爱上商业进而爱上播客如果你需要更多理由我只想说商业就是这样
[01:18:40] 哈喽 月老师 小老师 以及商业就是这样的制作组老师们 大家好我是一个重庆的听友首先我想说 商业就是这样 一定是我最爱的一档播客如果我没有记错的话 也是我的入门播客每一期我都没有落下
[01:18:59] 最开始呢是从喜马拉雅那个时候还不知道有小宇宙似乎就是听到好几期两位老师说商业就是这样在小宇宙也上线了大家可以去关注一下然后呢就来到了这边后来就打开了我听播客的大门我真的太喜欢两位老师的风格了认真严谨客观真诚深入浅出的把每一个商业的问题都讲得清楚
[01:19:28] 最最喜欢老师的点就是
[01:19:32] 那么那么厉害却都那么那么的谦虚听你们说话我整个人就会觉得非常的轻松愉悦两位老师虽然讲的都是商业的干货但是却给我提供了超级舒适的情绪价值我最喜欢哪期节目
[01:19:52] 一时半会真的说不上来但是我有很喜欢几个系列栏目像和沈老师一起做的城市系列还有商业小历史盘点类的节目我也很喜欢我希望聊哪些话题说实话我觉得我感兴趣的或者是我不感兴趣的商业话题两位老师都涉及到了
[01:20:17] 那如果是最近的话因为有很要好的朋友马上要开启一个自己的餐饮创业
[01:20:25] 就是人均25块钱左右的麻辣烫因为重庆嘛麻辣烫就很多但是又看到连库迪都开始卷餐饮赛道了包括又了解到居然还有全国性的预制菜展会这样的东西这几件事呢串起来就对相关的话题还挺好奇的
