Vol.65 如何给城市打分？
[00:40:27] 类似的一个道理那货运联系它其实内部还有一些偏颇因为它更多的是靠公路来联络的而且它主要是看的是货运那么这个里面我们其实对于人的流动没有算进去但实际上还是可以看出来比方说很具体的一个城市群就是山东这边山东在官方的这个城市群里叫山东半岛城市群我们其实顾名思义就是看到字面意思要去理解这个
[00:40:50] 这个城市群它的规划来说它其实是偏半岛也就是偏东线的但是呢在货运联系上来说包括我们其实知道的很多的这个背景知识结合起来一起来看啊山东它其实货运联系主要是偏西线的它里面有几个节点城市除了它的省会济南之外还有林怡和济宁这样的一些城市它包括寿光它的蔬菜基地其实也都是和这一条线联系在一起的
[00:41:15] 而沿海的像青岛啊威海这些山东的大城市呢因为它其实是处于整一个货运网络的末端末端就是它就很难成为一个节点吧所以其实他们的联系就会弱一点林毅的话我记得在2021年的我们的榜单里面还大概专门提到了一下就是他当时我看到这个事情的时候还是觉得有点出人意料的因为林毅是一个我
[00:41:38] 不太熟悉的城市就只知道这个名字都没有个概念没想到它是一个货运上的枢纽这两年林怡的情况有没有一些新的变化林怡她在货运成绩往来联系度上面今年排名的是第三
[00:41:54] 第三位去年是第二位基本上还是非常厉害的就是全国前三的这么一个位置上包括和他在一起并列的你看都是成都广州上海这样子的一些我们说的一线和新一线对所以所以这个货运的成绩往来的联系度上全国top4成都广州上海零以对是厉害包括他今年整个城市里面他这个货运量的输入输出的量都是
[00:42:20] 就是有达到全国13名这样的一个位置所以它整体上对它整个城市的这个枢纽性来说还是非常重要的一个位置我们说很多枢纽性的城市都会担心一件事情就是货物流进流出但不在我这里停留那么灵异其实有点类似这样一个角色就是它其实是一个集和散的两个角色那么对于这个城市本身来说可能还欠缺一些能够把这些流动能够
[00:42:48] 落回或者说能够收入这个城市自己的发展过程当中的一个新的机会吧就是迎来送往之间自己也一定要留下一些什么东西是
[00:42:58] 货运这个指标我们其实是通过在路上跑的这些大卡车的货车司机他们的行进路线上归纳出来的一些数据所以它实际上能够去反映出在地面交通尤其是公路货运的交通领域里面各个城市之间它的联络那么从全国的整个数据来看一共有四个地方四个集群它其实是联系度非常紧密的
[00:43:24] 一个是这个成渝城市群就是我们说以成都和重庆为核心的这片区域它勾连了整一个四川加重庆地区它的这个货物的流动然后一块呢是这个山东的区域里面它其实不光是山东省内的这些货运联系它又是华北和华东之间的一个重要的枢纽地带所以它其实是连通了整一个东部沿海之间的这个货运流量
[00:43:47] 长三角城市群就不用说了这个城市群内部所有的资源联系其实都非常紧密货运也不例外然后珠三角也是类似的情况那么珠三角比较有意思珠三角它的核心节点除了广州之外另外两个节点是东莞和佛山尤其是就是他们这两个城市它的这个货运量和货运的联系往来度都是比深圳更高的是不是还是跟工厂其中有关系对但深圳其实也是个末段就是一样的
[00:44:14] 那这个我觉得其实是为什么佛山和东莞能够进行一线这一点还是蛮重要的他们在这个事情上面的这个重要性蛮能够体现出来就在货运这个上面然后大家刚刚听那个同乐讲的这四个城市群的话就可以看出就是我们一开始提的和这个我们规划的城市群其实是
[00:44:36] 这个我们就不具体展开了
[00:45:03] 然后我们就进入到第三个一级指标就是城市人活跃度看这两年我们在城市人活跃度这个指标里面引入了一个比较欢乐的数据就是淘宝直播的数据这个我还深有感触这两年确实看淘宝直播看越来越多了那我一点都不活跃我从来没看过
[00:45:20] 那你活跃一下吧今天晚上好的好的好说回来就是我们有个感觉就是头部城市尤其一线城市的居民总体来说可能既热衷于去开直播也热衷于在直播里面买东西比如说像我们上海对吧有著名的李佳琪上海人民在直播里买东西这个热情理论上也是很高的那么有没有什么例外的情况就是不是属于头部城市但是也很热衷于开直播或者说买东西的一种城市呢
[00:45:48] 这里面就是大家很熟悉的城市里面比方说京华京华其实因为义乌我们著名的这个小商品城它其实是在这个京华下面的一个县级市那么京华它整体包括义乌以及义乌周边其实还有几个县级市其实都是现在比较强的一个淘宝的货源地那么所以它这里面主播的这个开播量是非常高的在全国能够排到第十名当然因为受限于城市的整个体量
[00:46:13] 和他的这个消费的能力来说他的观众并不是特别多就是整一个淘宝他的这个互动直播的互动程度就是比方说我们的这个观众和主播的互动的情况来看他其实
[00:46:25] 就排到了全国三十几位了然后另外有两个还蛮有意思的城市他们其实不是典型的货源地就是重庆和天津在新一线城市里面他们其实这个主播的开播量是比较弱的都要三十几名但是他们的观众还是很多就是重庆的直播互动次数的排名是第六然后天津是第九都是比较强的一个消费来源地我问一些个人的问题就是最近两年家属看
[00:46:52] 云南尤其是昆明的直播还挺多的昆明在我们这个里面大概是个什么样的地位对昆明也很高昆明的这个直播的场次排名能够排到第九很厉害对但同时它的这个对观众也不少昆明是这两年其实在消费层面上崛起还比较快的一个城市
[00:47:10] 我觉得介绍到这边的话还是给大家先要有个就是整体的概念就是这个城市人活跃度到底是有哪些二级的维度来展现它其实一共就是三个第一个就是消费活跃度就是我们刚才讲过的这个网购海淘外卖都放在这个里边然后第二个的话就是我们前面具体介绍的就是
[00:47:31] 社交活跃度里边有淘宝直播然后有腾讯的社交活跃度还有抖音短视频的互动指数就我们把这个线上的这个social media也认为它是一个能够展现城市里边的居民的活跃指数的一个非常重要的一个点第三个的话就会比较偏线下一点就是夜间活跃度指数
[00:47:50] 一开始提到的像夜间的灯光强度啊还有像夜间出行的活跃度酒吧的数量live house的数量城市公共交通夜间活跃度啊等等的这些都会放到这个二级的维度里面就是请丛乐具体来讲讲这个线下的部分吧就是夜间的活跃度这个指数怎么来理解它对于一个城市的重要性
[00:48:10] 其实夜生活我们可以这么算国际上通用的算法夜生活是从晚上六点开始的一直持续到早上六点对吧其实也是构成了整个城市生活一半的时长这么长那么夜对但是中国人其实觉得说夜生活应该至少要晚上九点或者十点开始吧就是我们说所谓的夜间保障这个时间开始才能算夜生活之前的都叫正常的下班吃晚饭对吧
[00:48:32] 但是我们为了能够
[00:48:47] 中国人大家的这个语境里面夜间基本上还是指我们这个晚饭之后的这个夜生活它呢其实一方面是拉长了我们整个城市活力的时长也就是说我们对城市的使用并不是仅仅在满足了基本的需求之后就停下来了夜间非常多的这种功能使用都是在一个
[00:49:05] 更递增的一个需求的层面上的比方说我们说去酒吧去听live然后包括我们现在很多人去听脱口秀其实都要借助包括看剧看电影看一些音乐的演出或者一些文艺的演出这些都是需要晚上的时间所以这个其实是很能反映出一个城市里面不光是市场上的活力更能反映出大家需求的这种多样性和对于这种不同类型的文化生活的这种要求
[00:49:34] 那么从这个里面来说比方说我们觉得这两年其实夜生活受到疫情的影响还是比较大的因为确实一方面一些城市的管制和限制导致很多夜间的这种文化场所它的开放度和对于这个观众的接纳量容纳量是有一些下降的
[00:49:52] 但是呢其实2021年就是我们这个榜单重点去衡量的这个数据年份里面
[00:50:21] 现在单个城市酒吧总量超过1000家的城市已经有13个了这个其实还是蛮有意思的另外就是夜场电影也是我们在当中专门拆出来的一个指标就是夜场电影它其实是反映了一个是电影这个行业它对于城市服务的延长度因为夜场电影它还是需要一些院线这边的一个保障和配合的
[00:50:44] 然后但是呢同时因为夜场深夜场的这个电影大家知道看起来的感觉是不太一样的所以其实深夜场电影它是一个有价值的指标我们可以看到电影行业其实过去两三年都不是特别的景气因为能开的电影院很少能上映的片子就更少了那么我们看到21年还是不错不错的点在于呢19年其实深圳的这个夜场电影是达到了1300多场
[00:51:09] 深圳是每年都是夜场电影次数最多的一个地方但是在2020年其实已经减少到了432场而在2021年的这个数字回复到了880场就是基本上是一个三分之一三分之二一的这么一个比例所以相信就是大家的体验里面也是说21年其实整体的夜间生活还是回来了一部分就我感觉夜间生活这个部分的话
[00:51:34] 就为什么会把它列入到所谓城市人活跃度这个指标当中还是蛮重要的就是夜间的生活一般
[00:51:44] 不是工作对吧就如果你一个城市的功能只是工作然后或者是生产然后完成一些基础的需求的话那是有欠缺的就像我们平时会报道一些比如说像是睡城或者说是死城啊之类的就比如到了晚上他就没有任何生气了那种区域城市的区域我们觉得是有问题那放到一个城市来说的话也是一样的这个其实也是能够反映就新线这个榜单对于城市的评价的一个一个价值观吧就是人在里边做哪些事情就是他是不是能够enjoy
[00:52:13] 这个城市还是非常重要的如果不是的话那有可能你在这个方面
[00:52:41] 不会是深圳加班最晚对吧所以大家都是看夜间电影我觉得这个还是就是有的时候数据还是能够印证一些我们对这个城市的判断的而且就大家挖细了看所以像我们平时其实看这个新一线的那个每次的报告都是不看就不那么关注大的城市排名的而是喜欢看就是二级三级维度里面有没有一些什么有意思的点还是蛮有趣的可以挖掘出一些新东西
[00:53:07] 那我们就进入第四个部分就是生活方式多样性这个一级维度其实我觉得有必要先跟大家来介绍一下就它跟我们前面讲到的商业资源的聚集度包括这个城市人的活跃度之间有什么样的区别因为我们看到里面也有会蛮多消费相关的指数的那为什么要单列出这样一个一级维度来其实这个维度最开始我们的出发点的落点是在多样性上
[00:53:36] 城市里的商业它其实还是去更多的覆盖大家一些共性的需求当我们对城市的需求越来越高的时候其实城市是需要去满足我们一些个性化的需求的这个东西其实来自于我在大概十年前在长沙的一个体验十年前的长沙就是我当时去做一个就是深度的我们新一线的一个调研报道的时候我发现长沙的餐饮的多样性非常差就是长沙人跟我说只有香菜能在长沙活下来
[00:54:04] 穿菜都不行你别说西餐和日料了确实我在长沙当时几乎没有看到很多外国的餐饮但是现在其实多起来了然后当时我的一个采访对象是一个长沙的外企里面的德国高管我说你们平常吃点啥他说基本上靠自己做然后外面可能附近有一两家这个西式的餐厅能够帮他们大概解解馋
[00:54:24] 就是这个其实对于城市它的包容度来说还是有一定的影响的因为当时我生活在上海和北京的时候我感觉到说那这个德国的朋友你到一线城市来还是没有什么太大的生活障碍的我们就觉得说在这个生活方式多样性上其实一个城市它尤其是供给端
[00:54:52] 从各种各样的这种我们所谓的小商业业台上或者是一些文化类的业台上去看是不是这些小众的需求都可以去得到满足了比方说我们这里的出门新鲜度里其实列举了非常多大家各种各样的需求
[00:55:07] 有吃饭的有运动的有看一些展演的然后喝咖啡的
[00:55:36] 体验里面是不是比方说运动上我们有自己日常去干更多自己喜欢的这些运动生活而不是所有人都在一窝蜂的跳流跟红对吧包括我们听音乐的这个丰富度去旅游的一些选择其实都是想从这个层面上去反馈给我们说我们生活的这些城市它是不是能够包容的多元的去提供一个更好的生活刚才那个丛乐还提到长沙的例子就之前约老师我们不是讲过那个
[00:56:05] 消费市场的相军吧我感觉这十年长沙应该在这个生活方式同样性上面还是有点进步的虽然香菜还是这个无敌的这个统治地位但应该还是有很多别的选择了一个冷知识萧老师不能吃了
[00:56:22] 他们每次都让我去长沙我是十年前在长沙学会的吃辣非常推荐就我们办公室里边就是对我有一定的这个隐性的歧视啊就是凡是我在的时候大家一起去聚餐他们就会说哎呀肖老师不能吃辣我们要挑一点那个不辣的地方吃然后那个只要我不在然后他们就聚餐然后他们就会专门拍一些很辣的菜发给我看看我们今天吃这些的感觉就是没了我就解放了一样确实会这样子的在这个
[00:56:48] 多样性当中我还想要具体的问一问因为我们看到里边有一些指标其实还是怎么说跟疫情比较相关的比如说旅游这个目的地的多样性我看到在这次的报告里边还是会有一些这两年的前后比较个人比较关心的就是21年的这样一个恢复情况
[00:57:08] 像旅游包括是一些别的现象消费到底是恢复到一个怎样的程度因为我们个人会感觉多样性这个事情还是会受到整体的环境的影响波动会比较大的对吧就是一些基础的一些消费什么的有可能大家还是得去买去花钱但是多样性这个东西的话一旦出现一些比较大的宏观景气上的一些变化那就会受影响像旅游这些的现在的恢复情况是怎么样
[00:57:35] 嗯从我们今年跟去哪儿拿到的一些数据来看啊整体这个旅游消费它还是没有恢复到疫情前的这个就21年的情况变2020年还是好了一些对但是一个是我们出境游的这个限制一个是国内的这个市场国内旅游的这个市场上也受到了大家一些消费欲望的这个限制所以我觉得整体上这个没有恢复到疫情前但是有所恢复包括说我们看局部啊比方说像这个陈渝地区它其实还是恢复的
[00:58:04] 就是这个旅游消费总金额指数这个是比较反映他的这个旅游上的消费意愿的
[00:58:17] 成渝他其实已经回到了2019年的状态包括说去哪个我们单独提供了像机票酒店和门票的订单来说这个机票订单上有三个城市群他的整个机票订单量是回来了比方说成渝地区然后我们的金丁记地区还有滇中城市群就是云南地区其实大家都更愿意出去玩了那么所以从这个情况上来看就是还是比较有希望的对吧
[00:58:42] 我觉得今天的节目已经反复cue到就是成渝的这个地区这个城市群在很多消费的数字上面恢复的比较快像民航对吧然后夜间经济酒吧也是然后旅游也是就是因为我看到很多的指标大家如果去看那个杂志的话很多图表我们可以看到整体的情况其实是19年当然是一个很正常的然后经常是历史高点的一个数据到了20年很多数据有可能是腰斩甚至更多的一个下降
[00:59:10] 到了21年的恢复其实我们体感上面会觉得21年整个向好的一个状态还是比较好的但是其实如果你从转转数字来看的话大多数的指标还是没有恢复到往常的还是跟19年有比较大的差距所以像成渝地区有很多数据能够直接就回到19年这个是一个比较异常的一个好的一个结果了
[00:59:30] 其实这个和消费心态还是有一定的关系就是我们早年间都会回溯在2008年
[00:59:58] 对要把挣来的钱赶紧花掉所以其实现在疫情的这个持续和反复我觉得他们的这种心态反而是占了上风就是我们已经预期不到一个更乐观的结果那不如现在有机会有条件的情况下赶紧先把能玩的把娱乐或者说我们享受的这个部分先消费出去这个确实是就是这个地震的就是深层次的影响
[01:00:21] 这个不是我们臆想就是你去问很多四川的居民他们真的会这么说的而且确实会反映到实际的行动上面来说真的会有这样一个变化当然不是每个人都这样但是怎么说呢这几年来这个成语地区尤其是成都重庆这些城市的在消费上面的发展跟这个我觉得还是相关的
[01:00:45] 前面进行了漫长的四个part的介绍我们终于到最后一part就是未来可塑性未来可塑性的话我还是看了一下它里面的四个主要维度一个是创新氛围一个是人才吸引力还有消费潜力和城市规模与增长我对人才这个部分还是比较感兴趣的尤其是因为20年的时候武汉变成了一个热点吧当时武汉其实还有一个很热点的话题就是它有很大量的本地的大学生
[01:01:13] 武汉当时留人也是一个很热点的话题我印象中就是2021年我们看到的毕业生这块的数据因为从前面也提到这块我们是有自己去抓数据的这块数据的话我们有什么变化吗对就是武汉其实我们可以看到在这个智联招聘给我们提供了一个指数叫大学毕业生的这个首选就业地指数它其实是一个
[01:01:35] 每个城市占全国的这个大学生留用的百分比那么在这个数字里面我们看到的是这个武汉它的2021年留用的这个大学毕业生的这个比例占到了全国的2.46%这数字是排名全国第九然后和上一年的情况其实还是持平的这个说明就是大家对于武汉这个城市其实还是比较有信心对它其实就是遭遇了一个突发的情况但是后面还是持续能够恢复起来的
[01:02:05] 我感觉这个的话有兴趣可以去深化一下
[01:02:31] 我们也不知道具体原因是什么而且其实郑州的大学的数量是很多的大学生的人数也是很多的但是过去可能河南地区培养的这些大学生很多还要往东部去跑但这两年随着中部城市的一些发展其实像郑州这样的省会还是能够留住非常多本地的同学包括周边的一些相近的一些城市的同学人口吸引力的数据里面也会提到一些中部的
[01:03:00] 或者非沿海的一些省会城市合肥啊南昌啊太原啊在这个数据上面都是增长比较快不是说他们已经超过了一些原来的比较优势的一些城市而是说他们最近的这个上升势头还是蛮明显的是的
[01:03:14] 尤其是这一些中部包括西部的一些省会城市
[01:03:41] 格局的有一个基本的判断就是北上广深尤其是北上在各个方面就是它这个中心聚集的这个程度肯定是全国性的对吧很强的是超过别的城市一大块的但是接下来的新一线城市也好那个二线城市也好其实区域和区域之间的差别还是蛮大的然后区域之间的这个吸引力还是蛮重要的就是中国这确实是太大了对吧这个整个的面积然后各地的情况都不一样所以各个这些那个区域性的中心城市
[01:04:10] 这几年也可以看到他们能够意识到这点还是会花蛮多心思至少在这个区域里边让他自己的优势在相互的竞争当中能够排在靠前一些这个还是蛮重要的你不一定要去说要取代北上广深那是很难的各自的这个领域里边还是可以有很多心思吸引人才也好然后吸引一些新的产业也好
[01:04:30] 是的这个里面我们就会提到在整个我们对于产业发展的一个监测里面其实我们关注到有一些城市它可能是新一线的甚至是一些二线的城市它在自己的这个特色产业的发展上是能够形成一定的这个竞争力然后去吸引一些特色的人才的那么这一些特色产业的崛起我觉得是会给这些城市带来下一步发展的机会我看我们这次在创新氛围指数里面有一个细分的叫
[01:04:57] 战略性新兴产业优势指数这个到底是什么东西战略性新兴产业它是一个就是特定的一个概念它包括了有八个门类就其实是国家定的一个概念它里面是包括了先一代信息技术就是我们说的这个IT以前叫IT现在是更多的是讲这个互联网发展的这些各个延伸的领域然后高端的装备制造业新材料新能源节能环保生物医药大数据工业互联网那么这些领域大家听起来都还是比较新的一些概念
[01:05:27] 领域呢其实现在在这个全国的发展来说还是出现了一些多元发展的机会也可能会给一些中等的城市带来一些出现独角兽企业或者隐形冠军的一些机会
[01:05:38] 这个数据我们是从哪里来的今年我们是请天眼查帮我们做了一个算法模型在这个工商数据库里面把这些战略型新兴产业的企业规模筛选了出来同时也计算了他们各自的这个专利数量然后通过这个企业数量加专利数量的这么一个指标的衡量来去计算的我觉得从你刚刚提到这些门来看可能还是长三角和珠三角优势会比较大一点对
[01:06:04] 尤其是长三角其实在这块的表现还挺突出的就是苏州能够在这个指标上排名全国第三南京排名全国第五然后无锡今年还是没有上新一线但是他也能够排到全国第八那珠三角毫无疑问深圳和广州也是排在非常前面的深圳是第一名刚才的话我们是把五个一级维度简单的跟大家介绍了一下然后只是挑选了其中一些我们觉得比较有意思的一些点
[01:06:34] 跟大家具体介绍一下让大家有个直观的感受那其实整个数据体系的话可以自己去玩味挖掘的地方还非常多就大家有兴趣的话自己去看吧我们每次其实也只能是看一部分真的要完全挖掘的话要么你加入新银线跟他们天天来收集数据欢迎欢迎可能会有一个更加完整的了解那最后一部分的话其实也是我们对今年这个榜单然后整个数据体系就是谈谈自己的感觉吧或者有一些我们还想聊的话题
[01:07:02] 第一个的话其实也是我们前面提到的但是还没有完全展开影响整个排名最后结果的一个非常重要的一个数字就是五个一级维度之间的比重的占比对吧就五个一级维度他们各自应该占多少的这个比例然后前面从了提到过这个占比有很大的决定一心因素是靠一个专家委员会然后他们来给出心目中的一个答案那这个数据的话好像今年会有一些比较大的变化从了要不要介绍一下
[01:07:29] 对是的今年我们的专家给到了一个有点出乎我们意料但是又是完全可以理解的一个结论就是去年其实包括在之前我们的五个一级维度的权重大家打下来的结果基本上还是每个权重的得分接近的五个维度嘛所以是每个维度平均分的话是0.2然后基本上前几年都是在0.2上下浮动就是有一些会稍微高一点有些会稍微低一点
[01:07:56] 但是呢今年我们的专家有一半以上都是明确把商业资源集聚度的得分给的很高有的专家甚至给到了0.3这么高度最后平均下来是0.26这样的一个比例而相应减掉的这个权重呢主要是减在了未来可塑性上今年我们未来可塑性的平均权重降到了0.15
[01:08:19] 以前像去年的话是0.23再早年间都比较高过去几年专家们很愿意给未来可塑性一个非常高的权重而今年普遍都给到了最低分我们也采访了几个专家就是问一下你们为什么今年有这么大的转变那么有一些专家就告诉我们就是从目前的这个城市发展的确定性上来讲商业还是很重要的
[01:08:41] 但是我们过去说的一些创新啊或者一些比较偏向未来的指数呢可能就对于接下来一段时间的影响没有那么的明确所以大家更看重一些脚踏实地的因素包括说商业文明在当时当刻对于城市的支撑这个可能是他们认为眼下更加重要的一件事情了我觉得刚才最后一句话的话还是蛮重要的就是商业文明对于当下城市的一个支撑
[01:09:04] 这个概念还是非常明确的如果大家去看第一个维度就是商业集聚度里边的一些具体的展开的话可以发现比如说它跟日常非常关心的比如就业也好尤其是流动人口的就业也好税收也好社会保障也好非常的相关过去我们有可能只是一个数字上的概念或者说是一个不是那么直观的感受但现在的话我们应该会更加明确的意识到这一点
[01:09:29] 我其实也有个问题就是因为我们可能很多是从我们自己的视角或者说从专家视角来看这份保单的因为我们这份保单每年我知道会吸引到各个城市的政府部门来关注它可能也会相应的有些合作想知道一下就是说城市的管理者他们会更关注这个保单哪些内容这个问题
[01:09:50] 很重要对其实每年我们会收到大量城市管理者的一些关注他们当然最直接的肯定是关心排名对吧每个城市其实都很需要知道自己和自己关心的城市之间有什么差距自己排在什么位置上有什么需要注意的地方这个其实他们很重要的一件事情因为过去城市之间可供横向比较参考的数据是挺少的尤其是不同省份的城市之间
[01:10:16] 它如果互相去比较其实需要有一些专业的研究人员去帮他们专门去收集对方城市的很多数据而且还只能收集到人家公开的一些数据来去做比较那么我们这套数据呢其实是能够给到他们一些很直接的关于自己可能关心的一些相隔遥远的城市它目前发展情况的一些变化所以很多城市会直接跟我们要一套它关注的几个城市的各项维度的数据和它之间的比较来看
[01:10:41] 当然也有一些城市会很直接说你能不能帮我看看我哪个短板补上了我可能排名或者等级能够上一个层次这些其实都是他们希望能够找到的一些点吧就是很像一件事情就是我们小时候期末考试结束发成绩单的时候就是家长去那个老师那边打听一下就是他不光要打听一个总分他肯定还要知道说哪一科好哪一科不好然后应该什么地方努力作为家长他们比较希望能够得到这样的一些关于这些城市的答案
[01:11:10] 具体下来我觉得比较有亮点的一些事情可能是一些对于就是城市政府能够做的一些维度的尤其重点的一些关注比方说这个故事有点久是2018年发生的事情2018年的榜单出来之后呢成都市政府下面的一个研究机构找到我们是说他们关注到说成都的夜间
[01:11:31] 活跃度的指数就刚才我们说到在这个城市人活跃度底下的二级维度夜间活跃度的指数排名并不是非常靠前因为成都人很自信作为一个西南地区的城市它有时差的优势有消费活跃率的优势也有这么多的酒吧他们相信自己的夜间活跃度应该是很好的但是拿到数据一看呢发现排名并不是非常高他们就来问我们你们能不能帮我们拆解一下
[01:11:53] 那我们说其实这个很好解释,成都它的夜间活跃在消费端,在这个需求端是非常不错的,在市场的供给端也很强,但是我们当中还有一端是这个公共服务端,就是夜间的这个公共交通的配套指数里面,成都的排名非常不理想,它晚上能够提供的这个夜间公共交通,包括夜间地铁的支撑,其实都不是很能够服务好这座夜间活跃非常强的城市,他们把这个结果拿回去一想呢,
[01:12:22] 是有这么一个道理所在因为成都它当时夜间的公交线路基本上局限在成都的二环以内成都的二环
[01:12:51] 给到成都那他们其实决策也很快他们的市领导其实大概在一两个月的时间里面就做了一个决定
[01:13:17] 说的直白一点就是
[01:13:44] 排名是一个吸引他们来关注的一个点对吧但是如果真的想要让这个榜单有益的话还是要看一个更具体的更详细的体检报告不然的话其实你看了个排名就高兴不高兴也就过去了
[01:13:59] 如果想要改变的话还是得有里面的东西所以这里我插一个广告就是过去我们这份榜单每年其实能够给大家提供的这个解读的内容我们想了很多办法但是毕竟就是337个城市上百个维度然后现在已经累积了7年的数据这还是一个非常庞大的数据库包括我们底层还有大量的数据可以去展开所以我们每年虽然提供了报告的这种解读版本也有线上的一些包括发布会的一些解读但其实都没有能够
[01:14:28] 给大家提供非常全面详细的城市解读而我们在今年的这个之城数据平台上已经上线了城市起点报告的功能我们其实把这些相应的指标七年多以来的积累
[01:14:41] 就是分成了十个维度比方说包括了发展宗数城市能及发展优劣势人口概况商业氛围经济实力产业结构消费能力人口吸引城市交通这些维度去搭了一份整个的体检报告就是过去呢我们给大家可能开的是一个简约版的就是你好或者不好你需要来复查或者不来复查这样的一个单子是简单版的体检报告但是现在这个体检报告其实是把各个维度的指标都打开了详细的去做一些对比和说明
[01:15:11] 那么这样的话呢就能够很好地去详细地看到说有哪一些是真正我们值得去关注的点,或者包括说对于一些特定的场景的使用来说,哪一些是我们在这个城市里面可以找到的机会,所以在这个最新的这个制程数据平台上,大家其实就可以去查询到我们关注的城市,我们生活的城市,或者我想去的那个城市,它在各个指标项上的一些表现,然后接下来我们还会开放一些数据下载和体检报告导出的功能,就是可以希望,
[01:15:40] 能够帮助大家更深刻的去认识城市的发展
[01:16:08] 很好玩就是比那种城市模拟游戏好玩多了欢迎大家到这上面来去搜索和查询就是关于城市的各个项目的这些指标数据我们做了一些可视化的效果就是如果真的是有工作需要的朋友们也可以直接把这个可视化的图表放到PPT上蛮方便的这个场景已经非常明确了那最后一个小问题就是我们每年的这个榜单都是主要是根据前一年的就是全年的数据然后和之前的一个比较来了
[01:16:37] 那么接下来2023年这个榜单的话其实就会要根据2022年的一个数据那我们现在处于这个状态的话我们就会知道这个数据其实不单单是2022年了就是整个这几年都是会受疫情的影响波动非常大的我不知道从这个做一个数据榜单的一个角度上面来说你们会因为这样一个宏观的重大事件的一个影响去改变一些你们的数据维度吗
[01:17:01] 我们可能会针对这个新发生的情况去展开一些专项的研究但是这个榜单我们还是希望它维持一个比较稳定的状态能够长期的去监测一个城市发展的变化因为突发的情况黑天鹅总是会不断的出现
[01:17:18] 这个问题2020年的时候我们就思考过当时我们的方案就是推出一个城市应急能力的报告来去针对就是应对突发情况尤其是这个公共卫生突发情况下的这些解决方案去做一个评估那么针对接下来的这个状态呢我们也还内部在讨论是可以怎么样去评估它但是这次应该不叫城市应急能力了那可能更多的是一个城市管理和治理维度上的一些表现尤其是在数据层面上可以体现出来的一些效果
[01:17:46] 对的我觉得就是不变因万变这个思路还是对的就是你这个体系还是得保持稳定因为这里边的这个本身的逻辑并没有变就像最早的时候提到的这次一个主题的话就是讲到商业文明对于一个城市的支撑一个基础的一个重要性对这个根本的逻辑没有变化的话其实这些不管是一级维度也好二级维度也好我们观察城市的整个角度是没有变化的是的
[01:18:15] 而且这两年我们其实提很多一个词叫城市的韧性那么从这两年我们在应对这个疫情已经疫情之后的这个城市发展的数据分析下来呢我们可以看到说商业其实构成了城市韧性当中非常重要的一个因素如果商业不在的话其实城市真的是挺脆弱的商业就是这样
[01:18:42] 感谢收听这一期的商业就是这样你可以在苹果播客小宇宙喜马拉雅网易云音乐QQ音乐荔枝等平台收听我们的节目微信公众号第一财经emagazine也会推送每期节目的内容如果喜欢我们欢迎你在苹果播客给我们五星好评并期待你在各个平台与我们交流尤其欢迎分享你感兴趣的话题下期见
